Actual				Predicted
42.0				56.5
43.0				30.8
43.0				35.1
43.0				36.5
43.0				37.3
43.0				37.7
43.0				40.3
43.0				40.9
43.0				40.9
43.0				42.0
43.0				46.5
43.0				47.2
43.0				48.7
43.0				55.7
44.0				34.5
44.0				35.5
44.0				44.8
44.0				46.7
44.0				48.1
44.0				56.3
44.0				58.6
45.0				21.0
45.0				30.6
45.0				32.0
45.0				37.6
45.0				40.2
45.0				41.8
45.0				42.3
45.0				43.2
45.0				44.4
45.0				44.7
45.0				45.8
45.0				47.4
45.0				47.9
45.0				50.3
45.0				50.6
45.0				51.0
45.0				53.2
45.0				54.8
45.0				55.1
45.0				65.2
46.0				27.1
46.0				29.2
46.0				29.3
46.0				34.1
46.0				34.5
46.0				35.3
46.0				35.8
46.0				36.7
46.0				36.9
46.0				45.2
46.0				47.7
46.0				49.2
46.0				51.0
46.0				51.2
46.0				52.6
46.0				60.4
47.0				24.5
47.0				27.5
47.0				31.7
47.0				40.6
47.0				43.6
47.0				44.0
47.0				45.9
47.0				46.0
47.0				49.8
47.0				50.8
47.0				54.9
47.0				57.1
47.0				57.4
47.0				58.7
47.0				59.1
47.0				60.4
47.0				62.6
47.0				71.2
48.0				34.0
48.0				40.0
48.0				43.5
48.0				44.3
48.0				45.2
48.0				45.5
48.0				47.1
48.0				49.0
48.0				51.5
48.0				51.9
48.0				52.6
48.0				54.1
48.0				56.6
48.0				56.7
48.0				59.6
48.0				62.2
49.0				29.8
49.0				32.3
49.0				36.9
49.0				38.7
49.0				40.5
49.0				43.5
49.0				45.5
49.0				47.0
49.0				47.5
49.0				47.8
49.0				47.8
49.0				47.9
49.0				48.8
49.0				49.1
49.0				49.6
49.0				50.2
49.0				50.9
49.0				51.1
49.0				54.5
49.0				56.8
49.0				57.4
49.0				59.3
49.0				64.4
49.0				72.9
49.0				74.0
50.0				27.0
50.0				34.0
50.0				36.4
50.0				37.4
50.0				37.4
50.0				38.2
50.0				40.4
50.0				41.1
50.0				43.1
50.0				43.7
50.0				44.2
50.0				45.3
50.0				46.1
50.0				48.9
50.0				49.2
50.0				49.3
50.0				50.3
50.0				50.7
50.0				50.9
50.0				51.8
50.0				52.2
50.0				55.2
50.0				56.5
50.0				58.4
50.0				60.5
50.0				63.6
50.0				64.7
51.0				37.0
51.0				43.0
51.0				43.1
51.0				43.7
51.0				44.1
51.0				46.2
51.0				47.8
51.0				48.3
51.0				53.2
51.0				54.6
51.0				54.6
51.0				55.4
51.0				56.6
51.0				58.9
51.0				65.1
51.0				70.8
52.0				36.6
52.0				38.0
52.0				38.6
52.0				41.6
52.0				41.9
52.0				43.4
52.0				43.9
52.0				44.4
52.0				46.6
52.0				47.4
52.0				47.8
52.0				49.0
52.0				49.1
52.0				52.9
52.0				54.1
52.0				54.3
52.0				54.4
52.0				54.9
52.0				55.7
52.0				55.8
52.0				56.0
52.0				57.6
52.0				57.7
52.0				60.1
52.0				60.7
52.0				61.1
52.0				61.7
52.0				62.8
52.0				63.2
52.0				64.8
52.0				66.8
52.0				67.2
52.0				68.9
52.0				72.1
53.0				27.5
53.0				32.8
53.0				38.3
53.0				39.8
53.0				39.9
53.0				43.9
53.0				47.2
53.0				47.4
53.0				47.4
53.0				48.1
53.0				48.3
53.0				49.4
53.0				50.5
53.0				51.1
53.0				52.6
53.0				53.1
53.0				53.1
53.0				53.7
53.0				54.8
53.0				55.7
53.0				56.7
53.0				58.0
53.0				58.6
53.0				58.7
53.0				59.0
53.0				61.6
53.0				62.2
53.0				62.3
53.0				62.7
53.0				65.7
53.0				70.5
53.0				73.8
53.0				73.8
53.0				76.9
54.0				38.1
54.0				39.7
54.0				40.4
54.0				43.3
54.0				44.6
54.0				46.6
54.0				49.8
54.0				50.3
54.0				51.0
54.0				51.8
54.0				52.8
54.0				53.4
54.0				54.3
54.0				54.6
54.0				56.2
54.0				56.9
54.0				57.4
54.0				57.5
54.0				58.3
54.0				58.7
54.0				59.0
54.0				59.9
54.0				60.4
54.0				63.9
54.0				67.1
54.0				67.3
54.0				71.1
55.0				31.8
55.0				40.6
55.0				41.3
55.0				43.7
55.0				48.6
55.0				54.0
55.0				57.2
55.0				58.5
55.0				59.3
55.0				59.6
55.0				60.3
55.0				61.9
55.0				66.0
56.0				30.8
56.0				34.0
56.0				35.9
56.0				37.7
56.0				40.4
56.0				40.7
56.0				44.5
56.0				46.3
56.0				47.8
56.0				48.2
56.0				50.0
56.0				50.4
56.0				50.5
56.0				52.6
56.0				54.1
56.0				54.3
56.0				55.9
56.0				56.5
56.0				58.5
56.0				58.8
56.0				59.7
56.0				60.5
56.0				60.9
56.0				60.9
56.0				61.5
56.0				61.5
56.0				62.1
56.0				64.7
56.0				68.3
56.0				68.6
56.0				74.1
56.0				74.3
56.0				82.6
57.0				24.8
57.0				40.6
57.0				46.7
57.0				51.5
57.0				54.1
57.0				55.4
57.0				58.1
57.0				59.0
57.0				60.6
57.0				61.0
57.0				64.7
57.0				65.2
57.0				66.2
57.0				67.8
57.0				70.3
58.0				40.8
58.0				41.3
58.0				44.9
58.0				45.5
58.0				49.1
58.0				54.7
58.0				54.9
58.0				55.4
58.0				55.7
58.0				57.0
58.0				57.4
58.0				57.8
58.0				58.3
58.0				58.6
58.0				59.3
58.0				62.4
58.0				62.4
58.0				63.9
58.0				65.4
58.0				65.4
58.0				69.3
58.0				73.5
58.0				74.3
58.0				78.0
59.0				29.5
59.0				33.4
59.0				46.9
59.0				53.5
59.0				53.6
59.0				54.9
59.0				55.1
59.0				55.6
59.0				56.8
59.0				57.7
59.0				58.5
59.0				59.0
59.0				59.5
59.0				64.5
59.0				71.2
60.0				34.5
60.0				43.9
60.0				45.2
60.0				47.3
60.0				49.4
60.0				50.4
60.0				52.5
60.0				52.8
60.0				53.2
60.0				53.2
60.0				53.8
60.0				54.4
60.0				55.6
60.0				56.0
60.0				57.6
60.0				57.6
60.0				57.9
60.0				60.7
60.0				61.3
60.0				62.1
60.0				62.8
60.0				64.2
60.0				64.6
60.0				65.8
60.0				65.9
60.0				66.4
60.0				67.0
60.0				67.9
60.0				68.4
60.0				69.0
60.0				69.0
60.0				70.4
60.0				70.6
60.0				72.7
60.0				73.4
61.0				42.1
61.0				48.9
61.0				52.7
61.0				55.4
61.0				56.2
61.0				57.7
61.0				61.3
61.0				61.8
61.0				67.3
61.0				67.5
61.0				68.3
61.0				71.8
61.0				76.2
62.0				32.8
62.0				50.1
62.0				50.2
62.0				51.4
62.0				53.1
62.0				54.1
62.0				57.3
62.0				58.7
62.0				59.7
62.0				60.7
62.0				61.6
62.0				61.8
62.0				62.1
62.0				62.8
62.0				66.7
62.0				69.8
62.0				71.7
62.0				74.7
62.0				78.9
63.0				53.1
63.0				60.0
63.0				60.0
63.0				61.6
63.0				62.3
63.0				63.9
63.0				64.2
63.0				66.7
63.0				74.4
63.0				77.3
63.0				77.6
63.0				85.0
64.0				49.7
64.0				55.8
64.0				57.8
64.0				60.7
64.0				62.9
64.0				63.1
64.0				66.6
64.0				67.6
65.0				31.4
65.0				33.9
65.0				36.0
65.0				44.5
65.0				50.3
65.0				53.1
65.0				53.4
65.0				55.1
65.0				55.8
65.0				57.1
65.0				57.2
65.0				57.4
65.0				57.4
65.0				58.8
65.0				60.9
65.0				61.2
65.0				61.5
65.0				62.9
65.0				64.8
65.0				65.3
65.0				65.8
65.0				66.9
65.0				67.1
65.0				68.5
65.0				69.4
65.0				69.9
65.0				69.9
65.0				70.2
65.0				70.4
66.0				45.7
66.0				47.6
66.0				57.0
66.0				58.8
66.0				59.9
66.0				60.3
66.0				60.7
66.0				62.0
66.0				63.7
66.0				68.4
66.0				69.0
66.0				70.3
66.0				71.4
66.0				78.0
67.0				49.5
67.0				54.7
67.0				57.5
67.0				60.2
67.0				62.4
67.0				64.7
67.0				66.3
67.0				69.6
67.0				69.6
67.0				71.2
67.0				73.0
67.0				79.6
68.0				19.2
68.0				48.6
68.0				58.3
68.0				58.5
68.0				58.9
68.0				58.9
68.0				61.8
68.0				61.8
68.0				65.6
68.0				67.4
68.0				68.1
68.0				68.7
68.0				76.8
68.0				79.0
68.0				80.7
69.0				39.5
69.0				45.4
69.0				54.9
69.0				56.2
69.0				60.1
69.0				60.1
69.0				60.2
69.0				60.4
69.0				61.0
69.0				65.1
69.0				68.1
69.0				69.7
70.0				24.4
70.0				46.1
70.0				56.4
70.0				58.6
70.0				59.1
70.0				60.1
70.0				60.5
70.0				61.7
70.0				63.9
70.0				64.9
70.0				65.8
70.0				67.4
70.0				70.4
70.0				74.2
71.0				54.9
71.0				56.2
71.0				67.0
71.0				69.0
71.0				69.8
71.0				70.0
72.0				49.9
72.0				62.9
72.0				64.4
72.0				64.5
72.0				65.4
72.0				65.8
72.0				67.3
72.0				69.0
72.0				69.4
72.0				70.2
72.0				70.4
72.0				71.4
72.0				72.1
72.0				77.6
72.0				78.0
72.0				78.6
72.0				79.4
72.0				86.3
73.0				39.9
73.0				59.6
73.0				63.7
73.0				65.3
73.0				66.5
73.0				66.8
73.0				72.4
73.0				75.7
74.0				63.0
74.0				75.4
74.0				78.7
74.0				78.8
75.0				60.0
75.0				60.2
75.0				65.3
75.0				67.3
75.0				69.0
75.0				69.0
75.0				69.3
75.0				70.4
75.0				70.7
75.0				71.0
75.0				71.1
75.0				71.2
75.0				71.6
75.0				72.8
75.0				74.1
75.0				76.6
75.0				76.9
75.0				77.0
75.0				77.0
75.0				80.9
75.0				82.9
75.0				84.7
76.0				68.2
76.0				68.7
76.0				69.6
76.0				74.2
76.0				75.0
76.0				78.3
76.0				78.9
76.0				81.8
76.0				81.8
77.0				61.5
77.0				71.0
77.0				77.6
77.0				80.2
77.0				82.8
78.0				67.2
78.0				70.2
78.0				76.5
78.0				77.2
78.0				78.2
78.0				78.9
78.0				80.5
78.0				81.6
79.0				65.3
79.0				71.5
79.0				79.6
79.0				82.4
80.0				11.4
80.0				60.3
80.0				64.6
80.0				66.1
80.0				67.0
80.0				71.8
80.0				72.7
80.0				73.4
80.0				74.2
80.0				75.2
80.0				76.6
80.0				76.6
80.0				79.5
80.0				79.5
80.0				79.5
80.0				80.6
80.0				80.9
80.0				82.2
81.0				70.0
81.0				71.1
81.0				84.1
82.0				67.5
82.0				69.7
82.0				76.8
82.0				79.6
82.0				80.3
82.0				80.8
82.0				81.5
82.0				86.8
83.0				66.1
83.0				77.1
84.0				75.8
84.0				77.5
84.0				78.7
85.0				65.0
85.0				65.7
85.0				68.6
85.0				68.7
85.0				70.3
85.0				72.5
85.0				73.3
85.0				73.5
85.0				74.5
85.0				74.5
85.0				75.7
85.0				76.2
85.0				77.5
85.0				77.7
85.0				78.9
85.0				79.0
85.0				79.1
85.0				79.6
85.0				80.1
85.0				81.4
85.0				81.8
85.0				82.2
85.0				83.1
85.0				83.7
85.0				83.9
85.0				84.5
85.0				85.4
85.0				85.6
85.0				85.6
85.0				86.8
85.0				87.9
85.0				88.1
85.0				89.4
86.0				69.3
86.0				72.8
86.0				74.7
86.0				77.0
86.0				77.8
86.0				83.9
87.0				82.2
88.0				68.6
88.0				69.9
88.0				74.2
88.0				81.7
88.0				90.4
89.0				70.7
89.0				78.1
89.0				84.3
89.0				92.8
90.0				68.3
90.0				68.5
90.0				71.4
90.0				72.2
90.0				75.8
90.0				77.0
90.0				77.4
90.0				77.7
90.0				78.3
90.0				79.9
90.0				81.7
90.0				82.6
90.0				82.9
90.0				84.1
91.0				86.7
92.0				65.0
92.0				86.5
92.0				90.0
92.0				92.0
93.0				85.8
95.0				89.2
96.0				78.1
96.0				83.0
96.0				83.8
96.0				84.5
99.0				84.6
100.0				86.8
101.0				89.2
110.0				80.6
